order_id,merchant_id,account_age_days,past_orders,return_rate_hist,refund_to_keep_count,bracketing_score,claim_text_susp,image_ai_artifact_score,weight_mismatch_kg,shared_identifier_flag,carrier_scan_gap,days_to_claim,order_value,category,is_abuse
ORD112284,M001,463,8,0.458,1,0.512,0.498,0.064,0.0,0,0,6.88,1883.25,home,0
ORD112285,M001,924,11,0.272,0,0.081,0.147,0.09,0.05,0,0,3.16,477.33,beauty,0
ORD112286,M001,3,10,0.174,1,0.212,0.392,0.34,0.011,0,0,0.75,3619.47,beauty,0
ORD112287,M001,387,11,0.228,0,0.26,0.284,0.439,0.053,0,0,1.56,1048.28,footwear,0
ORD112288,M002,197,7,0.249,0,0.396,0.277,0.328,0.04,0,0,8.1,630.1,apparel,0
ORD112289,M002,23,8,0.191,0,0.126,0.27,0.431,0.098,0,0,1.85,6289.06,footwear,0
ORD112290,M001,195,6,0.311,0,0.444,0.674,0.609,0.287,1,0,1.22,793.0,footwear,0
ORD112291,M003,106,9,0.725,1,0.186,0.193,0.395,0.198,0,0,3.43,709.12,electronics,0
ORD112292,M001,2395,9,0.351,0,0.321,0.134,0.212,0.041,0,0,1.63,826.88,home,0
ORD112293,M001,178,6,0.127,0,0.082,0.304,0.175,0.016,0,0,5.17,7882.38,apparel,0
ORD112294,M002,415,8,0.35,0,0.141,0.425,0.112,0.012,0,0,7.26,147.8,apparel,0
ORD112295,M003,699,5,0.397,0,0.738,0.515,0.74,0.14,0,1,0.07,2059.23,footwear,1
ORD112296,M002,142,6,0.47,0,0.24,0.527,0.058,0.212,0,0,2.35,892.85,footwear,0
ORD112297,M001,174,13,0.283,0,0.203,0.292,0.222,0.089,0,0,5.98,1621.06,home,0
ORD112298,M001,1318,4,0.218,0,0.575,0.657,0.399,0.01,0,0,2.46,7133.29,home,1
ORD112299,M001,415,10,0.124,0,0.533,0.082,0.1,0.072,0,0,4.04,420.04,apparel,0
ORD112300,M001,152,15,0.224,0,0.359,0.158,0.253,0.076,0,0,0.49,1026.15,beauty,0
ORD112301,M001,159,12,0.607,0,0.334,0.403,0.521,0.194,0,0,15.57,1081.34,apparel,1
ORD112302,M001,134,6,0.197,2,0.187,0.208,0.209,0.027,0,0,12.11,879.02,home,0
ORD112303,M002,136,5,0.295,0,0.161,0.26,0.238,0.167,0,0,4.84,1095.37,apparel,0
ORD112304,M001,137,10,0.555,0,0.392,0.356,0.534,0.175,0,0,0.53,1897.52,home,1
ORD112305,M001,9,8,0.157,0,0.131,0.089,0.151,0.07,0,0,5.22,1190.16,home,1
ORD112306,M002,1215,8,0.209,0,0.654,0.538,0.209,0.077,0,0,3.18,1825.59,home,0
ORD112307,M001,228,4,0.45,1,0.16,0.228,0.537,0.031,0,0,0.09,554.38,home,0
ORD112308,M001,108,8,0.36,1,0.057,0.072,0.179,0.076,0,0,5.14,345.03,electronics,0
ORD112309,M001,784,7,0.652,1,0.282,0.442,0.313,0.019,0,0,1.11,934.3,beauty,0
ORD112310,M001,182,7,0.376,0,0.387,0.425,0.082,0.035,0,0,6.08,1201.8,footwear,0
ORD112311,M001,8,8,0.397,0,0.347,0.465,0.106,0.065,0,0,6.12,991.13,home,0
ORD112312,M003,970,4,0.272,1,0.503,0.38,0.07,0.047,0,0,5.72,608.26,footwear,0
ORD112313,M001,219,8,0.375,0,0.431,0.445,0.075,0.113,0,0,0.79,779.95,footwear,0
ORD112314,M001,799,11,0.453,1,0.4,0.119,0.476,0.027,0,0,0.63,1456.65,apparel,0
ORD112315,M001,275,5,0.124,0,0.28,0.405,0.13,0.078,0,0,12.9,228.33,apparel,1
ORD112316,M002,955,7,0.323,0,0.373,0.158,0.231,0.042,0,0,4.87,846.17,home,0
ORD112317,M003,8,13,0.195,0,0.381,0.241,0.189,0.27,0,1,1.77,1196.38,apparel,0
ORD112318,M002,140,5,0.048,0,0.378,0.665,0.444,0.072,0,0,3.02,790.23,apparel,0
ORD112319,M003,717,10,0.179,1,0.246,0.29,0.096,0.069,1,0,6.23,1242.43,electronics,0
ORD112320,M003,270,11,0.458,0,0.377,0.272,0.315,0.025,0,0,10.98,793.68,home,0
ORD112321,M003,1111,10,0.392,1,0.389,0.084,0.299,0.038,0,0,3.66,4964.02,footwear,0
ORD112322,M003,454,7,0.175,0,0.244,0.524,0.21,0.034,0,0,11.2,1221.3,footwear,0
ORD112323,M003,1160,9,0.201,0,0.289,0.477,0.428,0.025,0,0,12.09,1411.84,home,0
ORD112324,M001,1117,6,0.558,0,0.184,0.242,0.145,0.052,0,0,0.92,996.66,footwear,1
ORD112325,M001,44,5,0.69,2,0.241,0.045,0.519,0.29,0,1,1.81,408.7,apparel,1
ORD112326,M003,475,12,0.569,1,0.162,0.664,0.556,0.13,0,1,4.61,1987.94,electronics,1
ORD112327,M001,375,14,0.159,0,0.211,0.322,0.045,0.023,0,0,5.42,486.87,apparel,0
ORD112328,M002,524,9,0.143,1,0.412,0.133,0.128,0.003,0,0,1.33,1659.39,home,0
ORD112329,M001,8,3,0.437,0,0.328,0.3,0.152,0.118,0,0,0.84,2363.1,apparel,1
ORD112330,M001,197,3,0.58,1,0.111,0.313,0.137,0.134,0,0,2.39,843.54,electronics,1
ORD112331,M001,1139,8,0.32,1,0.117,0.23,0.326,0.072,0,0,2.58,1591.15,home,1
ORD112332,M003,22,5,0.41,1,0.541,0.267,0.557,0.033,0,0,2.07,799.44,beauty,1
ORD112333,M001,153,9,0.327,0,0.038,0.146,0.105,0.025,0,0,1.97,1127.72,electronics,0
ORD112334,M002,73,10,0.374,2,0.491,0.042,0.147,0.132,0,0,3.44,208.53,beauty,0
ORD112335,M001,310,7,0.423,0,0.561,0.858,0.425,0.071,0,0,15.61,1112.07,electronics,1
ORD112336,M001,1029,7,0.956,3,0.424,0.373,0.37,0.183,0,0,1.26,327.17,electronics,1
ORD112337,M001,22,7,0.442,0,0.058,0.538,0.434,0.022,1,0,0.95,559.13,home,0
ORD112338,M003,203,11,0.244,0,0.553,0.753,0.457,0.005,0,0,2.42,448.13,beauty,0
ORD112339,M001,2,8,0.255,0,0.227,0.661,0.003,0.003,0,0,4.86,619.07,electronics,0
ORD112340,M002,509,9,0.152,0,0.435,0.059,0.267,0.017,0,0,4.47,680.33,electronics,0
ORD112341,M001,12,7,0.658,0,0.555,0.456,0.407,0.038,0,0,8.14,761.21,home,0
ORD112342,M003,146,6,0.248,0,0.111,0.511,0.265,0.026,0,0,11.55,1225.48,footwear,0
ORD112343,M002,297,9,0.455,0,0.469,0.187,0.463,0.196,0,0,16.49,1628.48,apparel,0
ORD112344,M002,175,5,0.299,2,0.266,0.165,0.245,0.032,0,0,10.84,482.23,apparel,1
ORD112345,M003,9,11,0.454,0,0.11,0.489,0.202,0.019,0,0,2.56,3049.37,apparel,0
ORD112346,M001,551,2,0.772,0,0.301,0.195,0.164,0.095,0,1,2.91,615.19,electronics,0
ORD112347,M001,181,8,0.22,0,0.304,0.185,0.397,0.096,0,0,4.54,997.19,apparel,0
ORD112348,M001,373,5,0.061,1,0.302,0.048,0.219,0.016,0,0,3.31,1377.04,apparel,0
ORD112349,M001,439,6,0.448,1,0.11,0.394,0.083,0.052,0,0,2.2,1722.07,apparel,0
ORD112350,M002,1209,6,0.369,0,0.344,0.554,0.133,0.067,1,0,4.07,1082.42,apparel,1
ORD112351,M001,138,10,0.399,0,0.368,0.56,0.25,0.052,0,0,0.11,854.96,home,0
ORD112352,M001,92,9,0.647,0,0.721,0.135,0.246,0.017,0,0,10.8,1681.85,home,0
ORD112353,M001,140,4,0.442,0,0.358,0.365,0.518,0.111,0,0,0.87,2290.51,electronics,0
ORD112354,M001,1465,7,0.128,1,0.015,0.329,0.201,0.12,0,0,1.55,2121.37,beauty,0
ORD112355,M001,310,11,0.477,0,0.126,0.4,0.243,0.047,0,0,1.91,878.26,apparel,0
ORD112356,M002,106,5,0.488,1,0.426,0.32,0.379,0.212,0,0,1.34,1607.07,electronics,1
ORD112357,M002,444,8,0.194,1,0.056,0.201,0.104,0.199,0,0,9.44,770.16,footwear,0
ORD112358,M002,191,7,0.088,0,0.35,0.053,0.186,0.076,0,1,0.15,908.02,electronics,0
ORD112359,M001,92,14,0.348,0,0.11,0.092,0.391,0.005,0,0,15.8,2974.42,apparel,0
ORD112360,M001,2,6,0.35,1,0.114,0.287,0.372,0.027,0,0,1.68,524.26,home,0
ORD112361,M003,175,12,0.077,1,0.315,0.515,0.146,0.015,0,0,6.79,2058.34,apparel,0
ORD112362,M003,94,7,0.053,0,0.445,0.047,0.551,0.105,0,1,6.43,1863.21,electronics,0
ORD112363,M003,417,8,0.254,0,0.383,0.361,0.174,0.032,0,0,0.09,818.97,home,0
ORD112364,M001,201,6,0.608,0,0.589,0.415,0.178,0.084,0,0,2.34,2261.21,beauty,0
ORD112365,M001,163,9,0.569,0,0.078,0.369,0.164,0.074,0,0,17.1,2070.86,beauty,0
ORD112366,M001,66,6,0.241,0,0.191,0.244,0.196,0.127,0,0,26.92,1493.72,apparel,0
ORD112367,M003,14,13,0.101,1,0.221,0.355,0.241,0.118,0,0,1.0,1700.45,electronics,0
ORD112368,M002,334,5,0.795,0,0.613,0.524,0.485,0.224,0,0,0.33,1351.5,apparel,1
ORD112369,M001,20,10,0.093,0,0.447,0.169,0.456,0.002,0,0,6.51,1098.12,electronics,0
ORD112370,M003,380,12,0.119,0,0.409,0.1,0.34,0.013,0,0,1.11,856.71,home,0
ORD112371,M001,24,5,0.428,0,0.058,0.164,0.283,0.095,0,0,7.07,1732.36,apparel,0
ORD112372,M001,116,9,0.321,0,0.204,0.642,0.483,0.86,0,0,2.48,1507.98,apparel,1
ORD112373,M002,72,8,0.56,0,0.468,0.55,0.381,0.088,0,0,4.27,1865.98,home,0
ORD112374,M001,350,11,0.542,0,0.46,0.557,0.238,0.056,0,0,1.16,495.38,apparel,0
ORD112375,M001,859,9,0.475,0,0.231,0.435,0.217,0.044,0,0,5.53,382.28,home,0
ORD112376,M002,471,11,0.065,1,0.441,0.021,0.025,0.021,0,0,15.16,1449.07,electronics,0
ORD112377,M001,343,9,0.144,0,0.42,0.386,0.252,0.027,0,0,2.6,696.07,apparel,0
ORD112378,M002,68,6,0.397,0,0.41,0.523,0.149,0.16,0,0,3.41,952.3,home,0
ORD112379,M001,841,5,0.204,1,0.475,0.058,0.096,0.203,0,0,1.32,1350.54,beauty,0
ORD112380,M001,2,7,0.011,0,0.261,0.514,0.273,0.056,0,0,6.44,1387.29,apparel,0
ORD112381,M002,18,9,0.133,0,0.388,0.122,0.09,0.029,0,0,0.21,1340.64,footwear,0
ORD112382,M001,146,7,0.398,1,0.334,0.048,0.596,0.024,0,0,12.92,3080.56,home,1
ORD112383,M002,129,8,0.236,0,0.603,0.145,0.015,0.037,0,0,4.33,1144.83,home,0
ORD112384,M002,84,8,0.263,2,0.392,0.011,0.41,0.072,0,0,2.23,275.36,apparel,0
ORD112385,M001,35,1,0.295,0,0.126,0.467,0.091,0.052,0,0,2.75,496.07,home,0
ORD112386,M002,278,9,0.187,0,0.132,0.356,0.192,0.245,0,0,0.13,2288.17,apparel,0
ORD112387,M001,110,14,0.285,0,0.313,0.12,0.24,0.269,0,0,2.59,1183.26,electronics,0
ORD112388,M002,383,8,0.323,0,0.111,0.079,0.355,0.04,0,0,1.04,2485.98,home,0
ORD112389,M001,49,5,0.227,0,0.305,0.389,0.587,0.095,0,0,12.39,487.54,home,0
ORD112390,M001,265,8,0.114,0,0.182,0.465,0.278,0.145,1,0,1.78,781.71,home,0
ORD112391,M002,320,4,0.652,0,0.394,0.224,0.479,0.068,0,0,0.16,1800.05,beauty,1
ORD112392,M001,398,10,0.309,1,0.486,0.408,0.443,0.381,0,0,0.76,3175.59,home,1
ORD112393,M001,387,10,0.568,0,0.681,0.034,0.087,0.092,0,1,2.71,373.32,footwear,0
ORD112394,M001,436,9,0.545,1,0.601,0.14,0.193,0.071,0,0,9.87,1843.81,apparel,0
ORD112395,M002,670,14,0.341,1,0.302,0.433,0.223,0.008,0,0,22.09,456.62,home,0
ORD112396,M003,4,4,0.116,1,0.257,0.204,0.651,0.024,0,0,14.39,5569.45,apparel,1
ORD112397,M001,779,8,0.78,0,0.243,0.449,0.179,0.12,1,0,2.25,2515.21,beauty,1
ORD112398,M001,440,6,0.363,0,0.319,0.2,0.32,0.014,0,0,12.84,1662.64,footwear,0
ORD112399,M001,107,9,0.337,1,0.415,0.16,0.05,0.187,0,0,4.74,1619.65,electronics,0
ORD112400,M001,341,14,0.291,0,0.302,0.24,0.185,0.065,0,0,3.09,1300.37,apparel,0
ORD112401,M001,242,5,0.101,1,0.196,0.461,0.006,0.142,0,0,3.13,3644.42,footwear,0
ORD112402,M003,145,3,0.348,0,0.178,0.114,0.044,0.161,0,0,4.57,1506.43,footwear,0
ORD112403,M002,139,13,0.32,0,0.344,0.371,0.285,0.029,0,0,13.04,485.22,apparel,0
ORD112404,M002,31,7,0.408,1,0.73,0.283,0.261,0.0,0,1,0.22,2413.03,home,1
ORD112405,M001,386,10,0.006,0,0.085,0.234,0.157,0.008,0,0,9.9,336.37,apparel,0
ORD112406,M002,434,9,0.622,1,0.381,0.155,0.377,0.006,0,0,3.97,6036.52,electronics,0
ORD112407,M002,361,8,0.047,1,0.255,0.356,0.317,0.058,0,0,4.78,1245.65,apparel,0
ORD112408,M001,810,5,0.559,0,0.396,0.2,0.358,0.176,0,0,1.55,1649.92,apparel,0
ORD112409,M002,33,9,0.101,0,0.354,0.182,0.207,0.04,0,0,0.04,811.53,home,0
ORD112410,M001,2,5,0.24,0,0.484,0.339,0.418,0.062,0,0,1.41,2136.03,home,0
ORD112411,M001,298,6,0.269,1,0.393,0.809,0.052,0.043,0,0,5.51,4670.03,beauty,0
ORD112412,M001,300,6,0.302,1,0.218,0.139,0.613,0.058,0,1,4.53,2566.9,apparel,1
ORD112413,M001,1097,7,0.234,1,0.658,0.631,0.246,0.066,0,0,6.82,153.14,apparel,0
ORD112414,M001,121,5,0.256,0,0.285,0.347,0.208,0.002,0,0,2.36,1131.43,footwear,0
ORD112415,M003,10,8,0.312,2,0.535,0.636,0.472,0.229,0,0,4.32,1074.24,beauty,1
ORD112416,M002,654,12,0.516,0,0.398,0.15,0.526,0.049,0,0,4.22,481.11,apparel,0
ORD112417,M001,1337,9,0.216,0,0.318,0.202,0.144,0.108,0,0,1.21,1451.44,footwear,0
ORD112418,M002,728,4,0.361,0,0.738,0.237,0.294,0.237,0,0,0.87,9482.61,home,0
ORD112419,M001,4,7,0.204,0,0.215,0.142,0.456,0.005,0,1,2.18,578.41,home,0
ORD112420,M001,632,7,0.36,2,0.283,0.175,0.587,0.261,0,0,2.51,2162.81,footwear,1
ORD112421,M003,56,8,0.572,0,0.229,0.646,0.379,0.06,0,0,6.18,1013.99,electronics,1
ORD112422,M002,70,10,0.208,0,0.278,0.054,0.569,0.096,0,0,1.09,1255.69,apparel,0
ORD112423,M001,595,5,0.29,0,0.221,0.133,0.051,0.039,0,0,2.33,4211.1,electronics,0
ORD112424,M001,153,8,0.299,1,0.289,0.538,0.342,0.057,0,0,0.34,1434.72,electronics,0
ORD112425,M001,114,11,0.258,0,0.682,0.165,0.293,0.014,0,0,15.77,365.64,home,1
ORD112426,M001,368,6,0.086,0,0.429,0.268,0.02,0.026,0,0,9.04,395.46,beauty,1
ORD112427,M002,720,8,0.411,0,0.411,0.11,0.344,0.046,0,0,2.3,1111.14,apparel,0
ORD112428,M003,306,9,0.206,1,0.278,0.445,0.344,0.348,0,0,5.2,635.24,electronics,1
ORD112429,M002,7,8,0.191,0,0.272,0.394,0.031,0.116,0,0,3.15,2267.53,electronics,0
ORD112430,M001,50,5,0.268,0,0.223,0.36,0.38,0.081,0,1,1.16,1548.67,electronics,0
ORD112431,M001,263,7,0.315,0,0.765,0.297,0.301,0.037,0,0,2.09,981.88,electronics,1
ORD112432,M001,1213,7,0.222,0,0.298,0.41,0.328,0.034,0,0,1.78,3234.43,apparel,0
ORD112433,M002,1054,2,0.359,1,0.769,0.475,0.072,0.044,0,1,1.89,1016.75,electronics,1
ORD112434,M002,122,4,0.163,1,0.167,0.311,0.614,0.017,0,0,18.49,393.65,home,0
ORD112435,M003,292,7,0.278,1,0.205,0.086,0.203,0.02,0,0,5.59,3429.1,electronics,0
ORD112436,M003,466,3,0.42,0,0.239,0.454,0.175,0.014,0,0,29.34,4969.98,apparel,1
ORD112437,M001,136,4,0.331,0,0.19,0.301,0.217,0.017,0,0,8.45,1702.44,home,0
ORD112438,M003,292,10,0.445,1,0.567,0.615,0.281,0.031,0,1,0.24,1771.97,beauty,1
ORD112439,M001,175,9,0.171,1,0.296,0.601,0.848,0.318,0,0,0.99,348.67,electronics,1
ORD112440,M001,437,7,0.39,0,0.369,0.257,0.421,0.269,0,0,3.46,1609.15,apparel,0
ORD112441,M001,74,6,0.092,0,0.465,0.574,0.424,0.191,0,0,6.55,7061.12,beauty,0
ORD112442,M001,1104,7,0.309,0,0.135,0.027,0.376,0.027,0,0,25.16,3057.29,apparel,0
ORD112443,M001,95,8,0.262,0,0.175,0.121,0.141,0.104,0,0,0.62,1844.33,apparel,0
ORD112444,M001,725,6,0.455,1,0.213,0.067,0.213,0.239,0,0,1.51,5166.32,apparel,0
ORD112445,M002,18,7,0.426,0,0.143,0.607,0.149,0.072,0,0,1.05,664.39,electronics,0
ORD112446,M001,284,4,0.282,0,0.216,0.228,0.316,0.024,0,0,11.14,732.65,beauty,0
ORD112447,M001,46,10,0.361,1,0.218,0.297,0.163,0.146,0,0,8.64,1383.85,apparel,0
ORD112448,M001,325,11,0.115,0,0.521,0.315,0.47,0.02,0,0,3.83,3411.05,electronics,0
ORD112449,M003,1013,8,0.204,0,0.154,0.346,0.212,0.002,0,0,12.06,864.76,electronics,0
ORD112450,M001,167,4,0.452,0,0.267,0.432,0.274,0.038,0,0,3.02,1688.43,home,0
ORD112451,M002,306,9,0.016,1,0.101,0.345,0.408,0.034,0,0,7.59,1145.72,electronics,0
ORD112452,M001,24,6,0.469,0,0.092,0.728,0.709,0.039,0,1,1.0,601.78,electronics,0
ORD112453,M001,219,8,0.239,0,0.352,0.283,0.098,0.131,0,0,14.89,3852.06,home,0
ORD112454,M001,207,14,0.541,0,0.883,0.332,0.254,0.068,1,0,2.59,3918.66,home,1
ORD112455,M001,7,9,0.457,1,0.383,0.036,0.082,0.002,0,0,12.18,3807.36,home,0
ORD112456,M001,816,11,0.28,0,0.083,0.236,0.217,0.199,0,0,0.98,1530.21,home,0
ORD112457,M002,34,7,0.177,0,0.241,0.352,0.169,0.031,0,1,1.0,434.29,footwear,0
ORD112458,M001,497,3,0.38,0,0.338,0.112,0.337,0.048,0,0,4.26,4165.28,home,0
ORD112459,M001,159,8,0.183,1,0.563,0.289,0.237,0.002,0,1,4.53,1072.44,electronics,1
ORD112460,M001,362,11,0.385,0,0.385,0.136,0.23,0.012,0,0,4.89,922.02,home,1
ORD112461,M002,13,11,0.419,0,0.247,0.178,0.341,0.007,0,0,0.76,2817.43,home,0
ORD112462,M002,414,5,0.099,0,0.746,0.293,0.156,0.024,0,0,5.16,314.22,home,0
ORD112463,M003,619,7,0.06,0,0.395,0.444,0.178,0.078,1,0,1.16,1319.79,electronics,0
ORD112464,M002,643,6,0.215,1,0.209,0.473,0.744,0.104,0,0,1.71,1327.52,footwear,0
ORD112465,M002,277,4,0.228,1,0.338,0.281,0.115,0.015,0,0,3.4,698.32,apparel,0
ORD112466,M001,104,12,0.168,0,0.153,0.04,0.308,0.035,0,0,6.42,1275.83,apparel,0
ORD112467,M001,113,8,0.323,0,0.321,0.229,0.484,0.013,0,0,1.02,1423.34,footwear,1
ORD112468,M001,82,9,0.324,0,0.582,0.424,0.262,0.343,0,0,10.35,1037.07,apparel,0
ORD112469,M001,461,7,0.197,1,0.191,0.657,0.218,0.093,0,0,7.34,731.65,footwear,0
ORD112470,M001,966,13,0.481,4,0.847,0.556,0.49,0.174,0,1,3.23,1964.73,apparel,1
ORD112471,M001,318,4,0.476,0,0.401,0.21,0.055,0.116,0,0,2.43,1629.46,electronics,0
ORD112472,M001,9,11,0.297,2,0.351,0.351,0.178,0.173,0,0,2.41,204.47,electronics,0
ORD112473,M003,472,8,0.265,0,0.336,0.057,0.401,0.147,0,0,6.83,759.49,home,0
ORD112474,M001,212,8,0.638,0,0.625,0.659,0.439,0.188,1,0,11.32,745.6,electronics,1
ORD112475,M001,520,6,0.537,0,0.429,0.376,0.307,0.004,0,0,2.58,4030.25,home,0
ORD112476,M002,532,4,0.692,0,0.332,0.317,0.467,0.066,1,0,1.67,905.4,home,1
ORD112477,M001,7,7,0.126,0,0.158,0.477,0.367,0.001,0,0,5.74,1330.17,home,1
ORD112478,M002,169,10,0.734,0,0.526,0.548,0.153,0.009,1,0,0.63,1659.9,home,1
ORD112479,M001,1446,6,0.343,0,0.524,0.422,0.497,0.078,0,0,1.83,954.1,home,1
ORD112480,M001,158,7,0.432,1,0.252,0.41,0.293,0.181,0,0,5.99,2921.44,home,0
ORD112481,M001,672,6,0.184,1,0.16,0.148,0.54,0.046,0,0,12.82,1584.18,footwear,0
ORD112482,M002,171,7,0.292,0,0.108,0.215,0.458,0.027,0,0,8.16,1066.13,apparel,0
ORD112483,M002,472,8,0.554,1,0.623,0.291,0.301,0.007,0,1,5.82,864.82,home,1
ORD112484,M001,302,7,0.312,0,0.203,0.275,0.312,0.106,0,0,5.88,2989.94,apparel,0
ORD112485,M001,46,5,0.059,1,0.232,0.451,0.358,0.041,0,0,14.72,1598.79,electronics,0
ORD112486,M002,692,5,0.065,2,0.233,0.443,0.318,0.017,0,0,2.82,2135.56,home,0
ORD112487,M002,269,6,0.275,0,0.152,0.13,0.141,0.003,0,0,1.54,3149.27,home,0
ORD112488,M001,269,12,0.265,0,0.207,0.318,0.311,0.023,0,0,5.94,667.04,footwear,0
ORD112489,M001,581,6,0.144,0,0.112,0.211,0.329,0.001,1,0,4.61,2632.5,footwear,0
ORD112490,M001,83,12,0.501,0,0.527,0.381,0.613,0.275,0,0,14.31,2547.41,home,0
ORD112491,M001,257,10,0.697,0,0.426,0.09,0.041,0.079,0,0,10.17,189.87,apparel,0
ORD112492,M001,378,6,0.242,0,0.097,0.24,0.138,0.014,0,0,9.23,576.25,apparel,0
ORD112493,M001,24,10,0.296,0,0.213,0.13,0.179,0.012,0,0,0.11,357.89,apparel,0
ORD112494,M001,434,4,0.332,1,0.549,0.143,0.287,0.005,0,0,1.03,3574.12,home,1
ORD112495,M001,384,9,0.259,0,0.628,0.337,0.135,0.151,0,0,10.04,949.64,footwear,0
ORD112496,M001,25,2,0.309,1,0.14,0.083,0.27,0.131,0,0,10.2,1155.83,electronics,0
ORD112497,M003,332,11,0.171,0,0.429,0.376,0.51,0.145,0,0,2.71,747.05,electronics,0
ORD112498,M001,374,6,0.221,1,0.366,0.386,0.418,0.012,0,1,4.46,1112.47,electronics,1
ORD112499,M002,659,8,0.323,0,0.092,0.32,0.075,0.155,0,0,0.65,1616.14,apparel,0
ORD112500,M001,30,9,0.537,3,0.209,0.166,0.172,0.067,0,0,4.76,2234.7,apparel,0
ORD112501,M001,132,6,0.316,0,0.217,0.228,0.088,0.015,0,0,3.86,989.58,electronics,0
ORD112502,M002,626,7,0.556,1,0.148,0.195,0.196,0.037,0,0,1.78,5959.09,apparel,0
ORD112503,M003,196,9,0.14,1,0.539,0.413,0.056,0.111,0,0,11.77,564.53,home,0
ORD112504,M002,51,7,0.308,0,0.644,0.212,0.091,0.033,0,0,6.69,2687.78,footwear,0
ORD112505,M001,163,11,0.873,0,0.117,0.106,0.182,0.02,0,0,1.77,1619.51,beauty,0
ORD112506,M001,298,9,0.228,0,0.357,0.14,0.26,0.065,0,0,9.69,1967.56,footwear,0
ORD112507,M001,182,8,0.258,0,0.235,0.169,0.08,0.156,0,0,33.29,2880.33,apparel,0
ORD112508,M001,286,8,0.127,0,0.426,0.178,0.384,0.013,0,1,0.17,7886.24,home,0
ORD112509,M003,627,5,0.404,1,0.389,0.361,0.116,0.067,0,1,7.9,1282.62,apparel,0
ORD112510,M002,237,11,0.237,1,0.139,0.354,0.463,0.151,0,0,0.03,802.86,home,0
ORD112511,M001,40,8,0.239,0,0.547,0.033,0.347,0.062,0,0,4.86,1542.77,apparel,0
ORD112512,M001,2743,5,0.223,0,0.15,0.502,0.224,0.044,0,0,1.07,551.52,electronics,0
ORD112513,M001,227,5,0.285,0,0.108,0.218,0.19,0.194,0,0,19.87,185.35,footwear,0
ORD112514,M002,651,8,0.392,1,0.612,0.218,0.313,0.007,0,0,0.05,2606.51,beauty,0
ORD112515,M001,1625,10,0.021,1,0.459,0.193,0.146,0.024,0,0,0.09,1601.02,beauty,0
ORD112516,M002,580,6,0.148,0,0.507,0.055,0.066,0.15,1,0,6.34,1480.73,electronics,0
ORD112517,M001,231,4,0.167,0,0.217,0.248,0.139,0.068,0,1,4.17,1750.13,home,0
ORD112518,M001,325,5,0.37,1,0.404,0.357,0.744,0.31,0,0,3.51,887.02,home,1
ORD112519,M002,103,4,0.239,0,0.109,0.158,0.099,0.054,0,0,11.13,417.38,home,0
ORD112520,M003,628,6,0.092,1,0.617,0.179,0.218,0.056,0,0,3.96,1399.79,apparel,0
ORD112521,M001,259,11,0.285,0,0.262,0.371,0.074,0.018,0,0,2.29,5519.97,apparel,0
ORD112522,M002,1689,7,0.425,4,0.378,0.416,0.541,0.051,0,0,6.64,730.19,apparel,0
ORD112523,M001,130,12,0.399,0,0.63,0.143,0.381,0.068,0,0,0.94,697.55,apparel,0
ORD112524,M003,99,13,0.375,1,0.46,0.169,0.273,0.343,0,0,2.52,574.53,apparel,0
ORD112525,M001,163,5,0.423,0,0.561,0.621,0.235,0.086,0,0,1.15,765.76,footwear,0
ORD112526,M003,230,4,0.037,0,0.499,0.315,0.181,0.071,0,1,15.17,1170.68,apparel,0
ORD112527,M001,563,14,0.306,0,0.083,0.236,0.188,0.099,0,1,4.83,2280.4,apparel,0
ORD112528,M001,70,4,0.3,0,0.535,0.5,0.509,0.191,0,0,20.81,2329.07,electronics,0
ORD112529,M001,259,12,0.161,0,0.618,0.381,0.339,0.0,0,0,1.92,3816.29,electronics,0
ORD112530,M001,503,9,0.085,0,0.362,0.208,0.492,0.029,0,0,3.75,4863.72,home,0
ORD112531,M001,36,3,0.196,0,0.233,0.453,0.272,0.149,0,0,5.35,1513.2,footwear,0
ORD112532,M001,433,6,0.369,0,0.3,0.353,0.066,0.145,0,0,4.27,269.99,apparel,0
ORD112533,M002,357,10,0.411,1,0.527,0.7,0.25,0.124,0,0,5.07,1751.06,apparel,0
ORD112534,M003,390,10,0.243,0,0.264,0.092,0.183,0.005,1,0,1.24,1602.91,beauty,0
ORD112535,M003,152,8,0.132,1,0.174,0.062,0.378,0.041,1,0,0.04,2611.55,electronics,0
ORD112536,M003,38,6,0.39,1,0.505,0.484,0.534,0.047,0,0,1.63,1969.34,beauty,1
ORD112537,M003,1099,14,0.475,1,0.307,0.339,0.257,0.007,0,1,3.02,2722.68,electronics,1
ORD112538,M003,82,11,0.329,0,0.252,0.301,0.162,0.116,0,0,12.79,1065.53,beauty,0
ORD112539,M001,124,7,0.38,0,0.234,0.149,0.176,0.025,0,0,5.29,1013.35,electronics,0
ORD112540,M003,332,7,0.546,0,0.122,0.372,0.351,0.043,0,0,15.13,2083.43,apparel,0
ORD112541,M003,1360,4,0.561,0,0.252,0.323,0.178,0.004,0,0,1.72,737.26,home,0
ORD112542,M001,567,6,0.454,1,0.205,0.083,0.396,0.012,0,0,4.9,1350.02,apparel,0
ORD112543,M001,755,12,0.159,0,0.29,0.196,0.311,0.113,0,0,0.18,439.54,footwear,0
ORD112544,M002,234,13,0.374,0,0.718,0.49,0.087,0.084,1,0,23.39,1687.77,electronics,0
